label,review_text,total_words,total_characters,total_stopwords,total_punctuations,total_uppercases,tokens
0,use stay homewood suit time busi stay busi sinc sinc time compani busi suburb instead downtown decemb year stay day famili greet never left ladi name conni work breakfast shift greet everyon alway rememb year wonder ladi inde wife even comment way chicago ladi would still would still rememb ye great place stay,123,632,32,7,12,"['use', 'stay', 'homewood', 'suit', 'time', 'busi', 'stay', 'busi', 'sinc', 'sinc', 'time', 'compani', 'busi', 'suburb', 'instead', 'downtown', 'decemb', 'year', 'stay', 'day', 'famili', 'greet', 'never', 'left', 'ladi', 'name', 'conni', 'work', 'breakfast', 'shift', 'greet', 'everyon', 'alway', 'rememb', 'year', 'wonder', 'ladi', 'inde', 'wife', 'even', 'comment', 'way', 'chicago', 'ladi', 'would', 'still', 'would', 'still', 'rememb', 'ye', 'great', 'place', 'stay']"
0,love boyfriend book hotel onlin littl worri would like sinc paid next noth night paid stay santa barbara motel gorgeou hotel great staff fun bar loung area impress room larg window bathroom best took bubbl bath one night look view navi pier skylin rememb think realli live room comfort quiet great view like bathroom chicago wonder town noth good thing say wait come back,126,683,26,27,19,"['love', 'boyfriend', 'book', 'hotel', 'onlin', 'littl', 'worri', 'would', 'like', 'sinc', 'paid', 'next', 'noth', 'night', 'paid', 'stay', 'santa', 'barbara', 'motel', 'gorgeou', 'hotel', 'great', 'staff', 'fun', 'bar', 'loung', 'area', 'impress', 'room', 'larg', 'window', 'bathroom', 'best', 'took', 'bubbl', 'bath', 'one', 'night', 'look', 'view', 'navi', 'pier', 'skylin', 'rememb', 'think', 'realli', 'live', 'room', 'comfort', 'quiet', 'great', 'view', 'like', 'bathroom', 'chicago', 'wonder', 'town', 'noth', 'good', 'thing', 'say', 'wait', 'come', 'back']"
0,stay swissotel busi trip first week aug arriv late first night got shove hospit room first night howev made strong talk assign corner room th floor excel view citi river lake michigan fact would say corner room swissotel better view hotel vicin room huge everyth clean bathroom nice hotel convieni locat magnifici mile millenium park would much recommend hotel would suggest tri everi method possibl get corner room higher floor,132,717,24,13,26,"['stay', 'swissotel', 'busi', 'trip', 'first', 'week', 'aug', 'arriv', 'late', 'first', 'night', 'got', 'shove', 'hospit', 'room', 'first', 'night', 'howev', 'made', 'strong', 'talk', 'assign', 'corner', 'room', 'th', 'floor', 'excel', 'view', 'citi', 'river', 'lake', 'michigan', 'fact', 'would', 'say', 'corner', 'room', 'swissotel', 'better', 'view', 'hotel', 'vicin', 'room', 'huge', 'everyth', 'clean', 'bathroom', 'nice', 'hotel', 'convieni', 'locat', 'magnifici', 'mile', 'millenium', 'park', 'would', 'much', 'recommend', 'hotel', 'would', 'suggest', 'tri', 'everi', 'method', 'possibl', 'get', 'corner', 'room', 'higher', 'floor']"
0,great place great view river lake walk everyth clean comfort room accommod staff arriv earli check check late effect ad two day vacat larg hotel staff work hard take good care custom,64,342,15,9,4,"['great', 'place', 'great', 'view', 'river', 'lake', 'walk', 'everyth', 'clean', 'comfort', 'room', 'accommod', 'staff', 'arriv', 'earli', 'check', 'check', 'late', 'effect', 'ad', 'two', 'day', 'vacat', 'larg', 'hotel', 'staff', 'work', 'hard', 'take', 'good', 'care', 'custom']"
0,hotel beauti went group friend blast central locat close sort transport continent breakfast magnific see much staff men front door extrem help,55,296,15,6,6,"['hotel', 'beauti', 'went', 'group', 'friend', 'blast', 'central', 'locat', 'close', 'sort', 'transport', 'continent', 'breakfast', 'magnific', 'see', 'much', 'staff', 'men', 'front', 'door', 'extrem', 'help']"
0,wife stay downtown event attend drake hotel stay drake nice bit stuffi littl outdat price opt walk across street stay millenium instead know properti gone mani renov past year say done great job place use hotel would crash came chicago colleg roadtrip case properti directli across drake hotel price get great locat newer albeit smaller room everi ammen would expect hotel room tast decor asian influenc w flat screen tv bed comfort bath small tub clean shower great go spend bunch time room vist chicago room size big deal work well coupl famili four may bit cramp servic attent friendli locat beat would definit stay next time would leav car home night park bit steep,249,1274,37,37,26,"['wife', 'stay', 'downtown', 'event', 'attend', 'drake', 'hotel', 'stay', 'drake', 'nice', 'bit', 'stuffi', 'littl', 'outdat', 'price', 'opt', 'walk', 'across', 'street', 'stay', 'millenium', 'instead', 'know', 'properti', 'gone', 'mani', 'renov', 'past', 'year', 'say', 'done', 'great', 'job', 'place', 'use', 'hotel', 'would', 'crash', 'came', 'chicago', 'colleg', 'roadtrip', 'case', 'properti', 'directli', 'across', 'drake', 'hotel', 'price', 'get', 'great', 'locat', 'newer', 'albeit', 'smaller', 'room', 'everi', 'ammen', 'would', 'expect', 'hotel', 'room', 'tast', 'decor', 'asian', 'influenc', 'w', 'flat', 'screen', 'tv', 'bed', 'comfort', 'bath', 'small', 'tub', 'clean', 'shower', 'great', 'go', 'spend', 'bunch', 'time', 'room', 'vist', 'chicago', 'room', 'size', 'big', 'deal', 'work', 'well', 'coupl', 'famili', 'four', 'may', 'bit', 'cramp', 'servic', 'attent', 'friendli', 'locat', 'beat', 'would', 'definit', 'stay', 'next', 'time', 'would', 'leav', 'car', 'home', 'night', 'park', 'bit', 'steep']"
0,travel illinoi uk busi book friday saturday night homewood suit could weekend citi locat perfect walk distanc michigan ave shop touristi stuff liter yard l red line get surround area room great exactli wow decor clean realli well stock expect suit larger averag hotel room seper sit area actual room mini apart open loung kitchen bedroom bathroom two flatscreen tv huge bed breakfast buffet egg bacon great hangov kitchen meant could cook lunch rather eat need,139,789,25,27,21,"['travel', 'illinoi', 'uk', 'busi', 'book', 'friday', 'saturday', 'night', 'homewood', 'suit', 'could', 'weekend', 'citi', 'locat', 'perfect', 'walk', 'distanc', 'michigan', 'ave', 'shop', 'touristi', 'stuff', 'liter', 'yard', 'l', 'red', 'line', 'get', 'surround', 'area', 'room', 'great', 'exactli', 'wow', 'decor', 'clean', 'realli', 'well', 'stock', 'expect', 'suit', 'larger', 'averag', 'hotel', 'room', 'seper', 'sit', 'area', 'actual', 'room', 'mini', 'apart', 'open', 'loung', 'kitchen', 'bedroom', 'bathroom', 'two', 'flatscreen', 'tv', 'huge', 'bed', 'breakfast', 'buffet', 'egg', 'bacon', 'great', 'hangov', 'kitchen', 'meant', 'could', 'cook', 'lunch', 'rather', 'eat', 'need']"
0,make reserv made one busiest weekend summer memori day staff abl get famili afford rate suit spaciou clean cozi comfort upon arriv staff friendli will exceed expect serv enthusiasm hot breakfast delici morn bed comfort provid good night rest would recommend hotel friend anyon need addit space travel budget compar chicago hotel,99,584,25,13,13,"['make', 'reserv', 'made', 'one', 'busiest', 'weekend', 'summer', 'memori', 'day', 'staff', 'abl', 'get', 'famili', 'afford', 'rate', 'suit', 'spaciou', 'clean', 'cozi', 'comfort', 'upon', 'arriv', 'staff', 'friendli', 'will', 'exceed', 'expect', 'serv', 'enthusiasm', 'hot', 'breakfast', 'delici', 'morn', 'bed', 'comfort', 'provid', 'good', 'night', 'rest', 'would', 'recommend', 'hotel', 'friend', 'anyon', 'need', 'addit', 'space', 'travel', 'budget', 'compar', 'chicago', 'hotel']"
0,stay one nite sheraton hotel tower littl nervou read neg review ta poster let got room via pl first place room th floor fabul view roof lobbi park lot sinc noth lose ask move room view front desk attend rasheeda want make sure room first clean order assur move th floor eas took minut quit surpris heard treat pl hotwir folk littl less love full price custom new room clean spaciou overlook navi pier skyris condo beauti infin lake michigan yep skip room servic walk local gourmet market suggest other pricey food delici room comfi ampl closet room breath well conveni internet connect locat didnt use sinc wasnt stay long least desk bed pillow comfi awok morn sweat comfi warm somewhat weighti duvet bed great deal price would absolut stay,291,1457,39,25,46,"['stay', 'one', 'nite', 'sheraton', 'hotel', 'tower', 'littl', 'nervou', 'read', 'neg', 'review', 'ta', 'poster', 'let', 'got', 'room', 'via', 'pl', 'first', 'place', 'room', 'th', 'floor', 'fabul', 'view', 'roof', 'lobbi', 'park', 'lot', 'sinc', 'noth', 'lose', 'ask', 'move', 'room', 'view', 'front', 'desk', 'attend', 'rasheeda', 'want', 'make', 'sure', 'room', 'first', 'clean', 'order', 'assur', 'move', 'th', 'floor', 'eas', 'took', 'minut', 'quit', 'surpris', 'heard', 'treat', 'pl', 'hotwir', 'folk', 'littl', 'less', 'love', 'full', 'price', 'custom', 'new', 'room', 'clean', 'spaciou', 'overlook', 'navi', 'pier', 'skyris', 'condo', 'beauti', 'infin', 'lake', 'michigan', 'yep', 'skip', 'room', 'servic', 'walk', 'local', 'gourmet', 'market', 'suggest', 'other', 'pricey', 'food', 'delici', 'room', 'comfi', 'ampl', 'closet', 'room', 'breath', 'well', 'conveni', 'internet', 'connect', 'locat', 'didnt', 'use', 'sinc', 'wasnt', 'stay', 'long', 'least', 'desk', 'bed', 'pillow', 'comfi', 'awok', 'morn', 'sweat', 'comfi', 'warm', 'somewhat', 'weighti', 'duvet', 'bed', 'great', 'deal', 'price', 'would', 'absolut', 'stay']"
0,everyth read review pretti much money excel custom servic employe realli care guest alway coffe tea hot chocol lobbi good hot breakfast dinner wine beer doormen nice will help direct room job kitchen flat screen tv pullout couch includ close el us found buse use would recommend get pass got day pass well worth got jewel osco far hotel part major peopl older peopl busi trip famili us three girl mind would definit recommend place one cheapest place found hotel,172,907,36,26,2,"['everyth', 'read', 'review', 'pretti', 'much', 'money', 'excel', 'custom', 'servic', 'employe', 'realli', 'care', 'guest', 'alway', 'coffe', 'tea', 'hot', 'chocol', 'lobbi', 'good', 'hot', 'breakfast', 'dinner', 'wine', 'beer', 'doormen', 'nice', 'will', 'help', 'direct', 'room', 'job', 'kitchen', 'flat', 'screen', 'tv', 'pullout', 'couch', 'includ', 'close', 'el', 'us', 'found', 'buse', 'use', 'would', 'recommend', 'get', 'pass', 'got', 'day', 'pass', 'well', 'worth', 'got', 'jewel', 'osco', 'far', 'hotel', 'part', 'major', 'peopl', 'older', 'peopl', 'busi', 'trip', 'famili', 'us', 'three', 'girl', 'mind', 'would', 'definit', 'recommend', 'place', 'one', 'cheapest', 'place', 'found', 'hotel']"
0,ok back knickerbock would give best rate believ bad review got pricelin deal still got fine room clean date furnish ok littl tradit tast smoke free someon said anoth thread peopl write prank review think peopl get life peopl want read truth point view room th floor regard size room two room one doubl bed room x doubl bed valenc kind mini canopi furnitur bathroom tile shower tub wall paper paint done last year chines inspir cabinet held tv coffeemak ice bucket mini bar three separ level tv ice coffe minibar room call queen execut one queen bed canopi valenc sofab two tv terri bathrob also size differ configer one tv face bed three level cabinet sofab smoke lobbi bar right entranc open arrang sure smoke come bar entranc door smoke smell smoke room cost room pricelin plu tax good valu one block n michigan ave complaint concierg said free trolley go michigan ave field museum museum complex fact ignor tri throw busi taxi either case good said time year free trolley goe navi pier winter clearli incorrect,312,1726,43,72,57,"['ok', 'back', 'knickerbock', 'would', 'give', 'best', 'rate', 'believ', 'bad', 'review', 'got', 'pricelin', 'deal', 'still', 'got', 'fine', 'room', 'clean', 'date', 'furnish', 'ok', 'littl', 'tradit', 'tast', 'smoke', 'free', 'someon', 'said', 'anoth', 'thread', 'peopl', 'write', 'prank', 'review', 'think', 'peopl', 'get', 'life', 'peopl', 'want', 'read', 'truth', 'point', 'view', 'room', 'th', 'floor', 'regard', 'size', 'room', 'two', 'room', 'one', 'doubl', 'bed', 'room', 'x', 'doubl', 'bed', 'valenc', 'kind', 'mini', 'canopi', 'furnitur', 'bathroom', 'tile', 'shower', 'tub', 'wall', 'paper', 'paint', 'done', 'last', 'year', 'chines', 'inspir', 'cabinet', 'held', 'tv', 'coffeemak', 'ice', 'bucket', 'mini', 'bar', 'three', 'separ', 'level', 'tv', 'ice', 'coffe', 'minibar', 'room', 'call', 'queen', 'execut', 'one', 'queen', 'bed', 'canopi', 'valenc', 'sofab', 'two', 'tv', 'terri', 'bathrob', 'also', 'size', 'differ', 'configer', 'one', 'tv', 'face', 'bed', 'three', 'level', 'cabinet', 'sofab', 'smoke', 'lobbi', 'bar', 'right', 'entranc', 'open', 'arrang', 'sure', 'smoke', 'come', 'bar', 'entranc', 'door', 'smoke', 'smell', 'smoke', 'room', 'cost', 'room', 'pricelin', 'plu', 'tax', 'good', 'valu', 'one', 'block', 'n', 'michigan', 'ave', 'complaint', 'concierg', 'said', 'free', 'trolley', 'go', 'michigan', 'ave', 'field', 'museum', 'museum', 'complex', 'fact', 'ignor', 'tri', 'throw', 'busi', 'taxi', 'either', 'case', 'good', 'said', 'time', 'year', 'free', 'trolley', 'goe', 'navi', 'pier', 'winter', 'clearli', 'incorrect']"
0,stay ambassador east hotel extrem relax pleasant enjoy locat could easili walk red line access bu line along michigan avenu felt safe walk along neighborhood street view fabul architectur n state street dearborn walk rd coast cafe chicago histori museum second citi hotel room spaciou well kept quiet enough us take nap afternoon head even would choos stay even could afford expens locat downtown definit enjoy neighborhood feel place,121,702,24,13,25,"['stay', 'ambassador', 'east', 'hotel', 'extrem', 'relax', 'pleasant', 'enjoy', 'locat', 'could', 'easili', 'walk', 'red', 'line', 'access', 'bu', 'line', 'along', 'michigan', 'avenu', 'felt', 'safe', 'walk', 'along', 'neighborhood', 'street', 'view', 'fabul', 'architectur', 'n', 'state', 'street', 'dearborn', 'walk', 'rd', 'coast', 'cafe', 'chicago', 'histori', 'museum', 'second', 'citi', 'hotel', 'room', 'spaciou', 'well', 'kept', 'quiet', 'enough', 'us', 'take', 'nap', 'afternoon', 'head', 'even', 'would', 'choos', 'stay', 'even', 'could', 'afford', 'expens', 'locat', 'downtown', 'definit', 'enjoy', 'neighborhood', 'feel', 'place']"
0,complet blown away hotel magnific got great deal happi stay arriv nervou read bad review impact renov peopl stay exampl noisi howev whilst renov still go gym open restaur made differ room huge bathroom spaciou excel water pressur bed perfect view amaz hotel close great shop magnific mile plu comfort walk distanc hancock tower millennium park,116,636,25,13,16,"['complet', 'blown', 'away', 'hotel', 'magnific', 'got', 'great', 'deal', 'happi', 'stay', 'arriv', 'nervou', 'read', 'bad', 'review', 'impact', 'renov', 'peopl', 'stay', 'exampl', 'noisi', 'howev', 'whilst', 'renov', 'still', 'go', 'gym', 'open', 'restaur', 'made', 'differ', 'room', 'huge', 'bathroom', 'spaciou', 'excel', 'water', 'pressur', 'bed', 'perfect', 'view', 'amaz', 'hotel', 'close', 'great', 'shop', 'magnific', 'mile', 'plu', 'comfort', 'walk', 'distanc', 'hancock', 'tower', 'millennium', 'park']"
0,attend confer mariott book share room hard rock week default lucki break beauti hotel fan black grey vibe find littl cheesi love way hard rock left beauti old hotel featur intact decor around basic stuctur room clean clean clean want comment staff upbeat group peopl includ doormen front desk consierg wonder everi morn one bell men would find tv morn news show bar drank courtesi coffe brought us refriger ipod dock extra suitcas stand within minut check hard time contact airport transport consierg took care wait airport shuttl one bell men found cup coffe back get nice friendli everyon great place stay hope go back husband,207,1088,30,35,48,"['attend', 'confer', 'mariott', 'book', 'share', 'room', 'hard', 'rock', 'week', 'default', 'lucki', 'break', 'beauti', 'hotel', 'fan', 'black', 'grey', 'vibe', 'find', 'littl', 'cheesi', 'love', 'way', 'hard', 'rock', 'left', 'beauti', 'old', 'hotel', 'featur', 'intact', 'decor', 'around', 'basic', 'stuctur', 'room', 'clean', 'clean', 'clean', 'want', 'comment', 'staff', 'upbeat', 'group', 'peopl', 'includ', 'doormen', 'front', 'desk', 'consierg', 'wonder', 'everi', 'morn', 'one', 'bell', 'men', 'would', 'find', 'tv', 'morn', 'news', 'show', 'bar', 'drank', 'courtesi', 'coffe', 'brought', 'us', 'refriger', 'ipod', 'dock', 'extra', 'suitcas', 'stand', 'within', 'minut', 'check', 'hard', 'time', 'contact', 'airport', 'transport', 'consierg', 'took', 'care', 'wait', 'airport', 'shuttl', 'one', 'bell', 'men', 'found', 'cup', 'coffe', 'back', 'get', 'nice', 'friendli', 'everyon', 'great', 'place', 'stay', 'hope', 'go', 'back', 'husband']"
